lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2018-2021 - by Evandro Neto
ui_music_volume|Volume da Música:
ui_sound_volume|Volume do Som:
ui_mouse_sensitivity|Sensibilidade do Mouse:
ui_invert_mouse_y_axis|Inverter Eixo Vertical do Mouse
ui_enabled|Ativado
ui_disabled|Desativado
ui_damage_to_player|Dano ao Jogador:
ui_reduced_to_1_over_4_easiest|Reduzido a 1/4 (Muito fácil)
ui_reduced_to_1_over_2_easy|Reduzido a 1/2 (Fácil)
ui_damage_to_friends|Dano aos Aliados:
ui_reduced_to_1_over_2_easiest|Reduzido a 1/2 (Muito fácil)
ui_reduced_to_3_over_4_easy|Reduzido a 3/4 (Fácil)
ui_normal|Normal
ui_combat_ai|IA de Combate:
ui_combat_speed|Velocidade de Combate:
ui_good|Boa
ui_average_caps|Média
ui_poor|Baixa
ui_faster|Rápido
ui_slower|Lenta
ui_control_block_direction|Controle da Direção do Bloqueio:
ui_automatic_recommended|Automático (Recomendado)
ui_manual_easy|Manual (Fácil)
ui_manual_hard|Manual (Difícil)
ui_by_mouse_movement|Pelo movimento do mouse
ui_control_attack_direction|Controle da Direção do Ataque:
ui_lance_control|Controle da Lança:
ui_by_relative_enemy_position|Pela posição do inimigo
ui_by_inverse_mouse_movement|Pelo movimento inverso do mouse
ui_battle_size|Tamanho das Batalhas:
ui_show_attack_direction|Mostrar a Direção do Ataque
ui_show_targeting_reticule|Mostrar a Mira
ui_show_names_of_friendly_troops|Mostrar Estandartes de Tropas Aliadas
ui_report_damage|Informar Danos
ui_report_shot_difficulty|Informar a Dificuldade do Disparo
ui_difficulty_rating_percentage|Taxa de Dificuldade = %d%%
ui_controls|Controles
ui_video_options|Opções de Vídeo
ui_done|Feito
ui_factions|Facções
ui_item_itemname|Objeto - %s
ui_prop_propname|Suporte - %s
ui_unknown_unknownname|Desconhecido - %s
ui_entry_point_entrypointname|Ponto de Acesso %d
ui_passage_menu_item_passagename|Passagem (objeto do menu %d)
ui_plant_plantname|Planta - %s
ui_export_file_for_character_playername_already_exists_overwrite_it|Exportar arquivo para personagem %s já existente. Sobrescrever?
ui_yes|Sim
ui_no|Não
ui_set_save_file_name|Introduza um nome para esse save game:
ui_enter_new_name|Introduza um novo nome:
ui_export_character|Exportar Personagem
ui_import_character|Importar Personagem
ui_character_playername_exported_successfully|Personagem %s exportado com sucesso.
ui_character_playername_imported_successfully|Personagem %s importado com sucesso.
ui_unable_to_open_import_file|Impossível abrir o arquivo importado.
ui_are_you_sure_you_want_to_import_the_character|Tem certeza que deseja importar o personagem?
ui_unable_to_find_character_import_file|Impossível encontrar o arquivo de importação do personagem.
