lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2018-2021 - by Evandro Neto
trp_multiplayer_profile_troop_male|perfil multiplayer masculino
trp_multiplayer_profile_troop_male_pl|perfil multiplayer masculino
trp_multiplayer_profile_troop_female|perfil multiplayer feminino
trp_multiplayer_profile_troop_female_pl|perfil multiplayer feminino
trp_temp_troop|Temp Troop
trp_temp_troop_pl|Temp Troop
trp_find_item_cheat|encontrar item de trapaça
trp_find_item_cheat_pl|encontrar item de trapaça
trp_random_town_sequence|Sequência Aleatória de Cidades
trp_random_town_sequence_pl|Sequência Aleatória de Cidades
trp_tournament_participants|Participantes do Torneio
trp_tournament_participants_pl|Participantes do Torneio
trp_tutorial_maceman|Maceiro
trp_tutorial_maceman_pl|Maceiros
trp_tutorial_archer|Arqueiro
trp_tutorial_archer_pl|Arqueiros
trp_tutorial_swordsman|Espadachim
trp_tutorial_swordsman_pl|Espadachins
trp_novice_fighter|Lutador Novato
trp_novice_fighter_pl|Lutadores Novatos
trp_regular_fighter|Lutador Regular
trp_regular_fighter_pl|Lutadores Regulares
trp_veteran_fighter|Lutador Veterano
trp_veteran_fighter_pl|Lutadores Veteranos
trp_champion_fighter|Lutador Campeão
trp_champion_fighter_pl|Lutadores Campeões
trp_arena_training_fighter_1|Lutador Novato
trp_arena_training_fighter_1_pl|Lutadores Novatos
trp_arena_training_fighter_2|Lutador Não Treinado
trp_arena_training_fighter_2_pl|Lutadores Não Treinados
trp_arena_training_fighter_3|Lutador Treinado
trp_arena_training_fighter_3_pl|Lutadores Treinados
trp_arena_training_fighter_4|Lutador Mercenário
trp_arena_training_fighter_4_pl|Lutadores Mercenários
trp_arena_training_fighter_5|Lutador Mercenário
trp_arena_training_fighter_5_pl|Lutadores Mercenários
trp_arena_training_fighter_6|Guerreiro Veterano
trp_arena_training_fighter_6_pl|Guerreiros Veteranos
trp_arena_training_fighter_7|Veterano Experiente
trp_arena_training_fighter_7_pl|Veteranos Experientes
trp_arena_training_fighter_8|Lutador de Arena Singali
trp_arena_training_fighter_8_pl|Lutadores de Arena Singali
trp_arena_training_fighter_9|Lutador Renomado
trp_arena_training_fighter_9_pl|Lutadores Renomados
trp_arena_training_fighter_10|Lutador Campeão
trp_arena_training_fighter_10_pl|Lutadores Campeões
trp_arena_training_fighter_fem_1|Lutadora Novata
trp_arena_training_fighter_fem_1_pl|Lutadoras Novatas
trp_arena_training_fighter_fem_2|Lutadora Não Treinada
trp_arena_training_fighter_fem_2_pl|Lutadoras Não Treinadas
trp_arena_training_fighter_fem_3|Lutadora Treinada
trp_arena_training_fighter_fem_3_pl|Lutadoras Treinadas
trp_arena_training_fighter_fem_4|Lutadora Mercenária
trp_arena_training_fighter_fem_4_pl|Lutadoras Mercenárias
trp_arena_training_fighter_fem_5|Lutadora Mercenária
trp_arena_training_fighter_fem_5_pl|Lutadoras Mercenárias
trp_arena_training_fighter_fem_6|Guerreira Veterana
trp_arena_training_fighter_fem_6_pl|Guerreiras Veteranas
trp_arena_training_fighter_fem_7|Veterana Experiente
trp_arena_training_fighter_fem_7_pl|Veteranas Experientes
