lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2018-2021 - by Evandro Neto
p_zendar|Zendar
p_town_1|Javiksholm
p_town_2|Valonbray
p_town_3|Ethos
p_town_4|Laria
p_town_5|Janos
p_town_6|Sarleon
p_town_7|Marleons
p_town_8|Ravenstern
p_town_9|Poinsbruk
p_town_10|Torbah
p_town_11|Senderfall
p_town_12|Windholm
p_town_13|Rane
p_town_14|Singal
p_town_15|Cez
p_town_16|Avendor
p_town_17|Nal Tar
p_town_18|Ishkoman
p_castle_1|Castelo Calendain
p_castle_2|Sange Safid
p_castle_3|Castelo Ponta do Penhasco
p_castle_4|Castelo Evasolde
p_castle_5|Castelo Ninho da Águia
p_castle_6|Castelo Dagon
p_castle_7|Fortaleza Passagem Alta
p_castle_8|Castelo Fenbray
p_castle_9|Castelo Walven
p_castle_10|Castelo Carvalho de Ferro
p_castle_11|Hospedagem Barbalonga
p_castle_12|Hospedagem Ansen
p_castle_13|Castelo Kelredan
p_castle_14|Castelo Maras
p_castle_15|Castelo Savador
p_castle_16|Castelo Almerra
p_castle_17|Saidu Sharif
p_castle_18|Castelo Alden
p_castle_19|Bastião Lâmina de Prata
p_castle_20|Castelo Mistmire
p_castle_21|Bastião Rela
p_castle_22|Shadi Shahid
p_castle_23|Castelo Cervo Branco
p_castle_24|Castelo Kennet
p_castle_25|Castelo Mobray
p_castle_26|Bastião Sete Cruz
p_castle_27|Castelo Garra
p_castle_28|Castelo Oregar
p_castle_29|Castelo Coração Desgastado
p_castle_30|Muqaddas Pani
p_castle_31|Castelo Escudo Valoroso
p_castle_32|Castelo Knudarr
p_castle_33|Bastião Tempestade de Escudos
p_castle_34|Hospedagem Gunders
p_castle_35|Castelo Haringoth
p_castle_36|Castelo Hrolfson
p_castle_37|Castelo Falcão Sombrio
p_castle_38|Fortaleza Tuldar
p_castle_39|Bastião Chifre da Névoa
p_castle_40|Sher Quila
p_village_1|Yaragar
p_village_2|Burglen
p_village_3|Mobray
p_village_4|Nomar
p_village_5|Kulum
p_village_6|Emirin
p_village_7|Amere
p_village_8|Rafsanjan
p_village_9|Buvran
p_village_10|Fenbray
p_village_11|Drosh
p_village_12|Emer
p_village_13|Ninho da Raposa
p_village_14|Sheastrom
p_village_15|Azgad
p_village_16|Shapeshte
p_village_17|Mazen
p_village_18|Gosbur
p_village_19|Hanun
p_village_20|Uslum
p_village_21|Bazeck
p_village_22|Elktrin
p_village_23|Mardan
p_village_24|Ruldi
p_village_25|Stagheart
p_village_26|Pagundur
p_village_27|Glunmar
p_village_28|Phundar
p_village_29|Buillin
p_village_30|Ruvar
p_village_31|Chifrejade
p_village_32|Erminade
p_village_33|Adnan Khel
p_village_34|Ehlerdah
p_village_35|Elkburg
p_village_36|Jayek
p_village_37|Ahda Kalam
p_village_38|Ibiran
p_village_39|Reveran
p_village_40|Saren
p_village_41|Dugan
p_village_42|Shandur
p_village_43|Gazin
p_village_44|Kogosi
p_village_45|Bulugur
p_village_46|Fedner
p_village_47|Bretven
p_village_48|Veidar
p_village_49|Tismirr
p_village_50|Saffrongate
p_village_51|Yule
p_village_52|Miandan
p_village_53|Balanli
p_village_54|Pern
p_village_55|Orin
p_village_56|Fenada
p_village_57|Branburg
p_village_58|Vezin
p_village_59|Yasin
p_village_60|Tahlberl
p_village_61|Aldelen
p_village_62|Rebache
p_village_63|Quay
p_village_64|Serindiar
p_village_65|Belmonfaire
p_village_66|Fisdnar
p_village_67|Tebandra
p_village_68|Seh Pathar
p_village_69|Kwynn
p_village_70|Dirigsene
p_village_71|Troughbren
p_village_72|Derakhte Ghermez
p_village_73|Chaeza
p_village_74|Avayburg
p_village_75|Clovindarn
p_village_76|Fletcher
p_village_77|Rizi
p_village_78|Sarimish
p_village_79|Ushu
p_village_80|Kaveraid
p_village_81|Odasan
p_village_82|Tragmar
p_village_83|Gahar
p_village_84|Chelez
p_village_85|Ismirala
p_village_86|Bierbuk
p_village_87|Tyra
p_village_88|Tulbuk
p_village_89|Uhhun
p_village_90|Walven
p_salt_mine|Minas ocultas de Al-Aziz
p_four_ways_inn|Pousada As Quatro Direções
