lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2018-2021 - by Evandro Neto
qstr_Next_Page|Próxima Página
qstr_Game_Rules:^|Regras do Jogo:^
qstr_0|0
qstr_Show_game_rules|Mostrar regras do jogo
qstr_What_will_be_the_nam|Qual será o nome do seu grupo?
qstr_Continue...|Continuar...
qstr_What_will_be_the_name|Qual será o nome do seu acampamento secreto?
qstr_What_shall_be_the_ne|Qual será o novo nome da fortaleza da Ordem?
qstr_What_shall_be_the_ti|Qual será o título de seus vassalos homens?
qstr_What_shall_be_the_tit|Qual será o título de seus vassalos mulheres?
qstr_Use_specified_titles|Usar os títulos especificados.
qstr_Use_titles_default_f|Usar os títulos da cultura do seu reino.
qstr_What_shall_be_the_na|Qual será o nome da sua Ordem?
qstr_Order_of_the|Ordem dos
qstr_Knights_of_{s0}|Cavaleiros de {s0}
qstr_What_shall_be_called|Como seus Cavaleiros da Ordem deverão ser chamados? (singular-ESQ e plural-DIR)
qstr_What_shall_be_called_|Como seus Sargentos da Ordem deverão ser chamados? (singular-ESQ e plural-DIR)
qstr_Candidate_#1:_{s1}|Candidato #1: {s1}
qstr_Candidate_#2:_{s1}|Candidato #2: {s1}
qstr_{s3}_of_{s4}_wishes_|{s3} do {s4} deseja selecionar um novo marechal e convida seus vassalos para um conselho. {s1} e {s2} são os candidatos para o posto.
qstr_Who_do_you_wish_to_s|Quem você deseja apoiar?
qstr_{s1}_gives_his_suppo|{s1} dá seu apoio a {s2}.
qstr_Number_of_Supporters|Número de Apoiadores: {reg0}
qstr_{s2}_has_heard_his_v|{s2} ouviu o conselho de seus vassalos. Ele escolheu {s1} como o marechal de {s3}.
qstr_Action|Ação
qstr_Mount|Montar!
qstr_Attack_Order|Ordem de Ataque
qstr_Stand_Ground|Defendam suas Posições!
qstr_Charge|Atacar!
qstr_Follow_Me|Sigam-me!
qstr_Hold_This_Position|Mantenham a Formação!
qstr_Spread_Out|Dispersar!
qstr_Stand_Closer|Apertem as Fileiras!
qstr_Fall_Back|Recuar!
qstr_Advance|Avançar!
qstr_Dismount|Desmontar!
qstr_Fire_At_Will|Abrir Fogo!
qstr_Hold_Your_Fire|Cessar-Fogo!
qstr_Use_Blunt_Weapons|Usem Armas Contundentes!
qstr_Use_Any_Weapon|Usem Armas à Vontade!
qstr_Ready|Prontos
qstr_Wounded|Feridos
qstr_Dead|Mortos
qstr_Opponents_knocked_do|Oponentes inconscientes: {reg1}
qstr_Opponents_left:_{reg|Oponentes evadidos: {reg1}
qstr_Opponents_beaten:_{r|Oponentes derrotados: {reg1}
qstr_Opponents_remaining:|Oponentes restantes: {reg1}
qstr_Remain_in_retirement|Permanecer {reg63?aposentado:aposentada}.
qstr_Go_back_to_the_adven|Retornar à aventura.
qstr_You_have_retired_at_|Você se aposentou no nível {reg4} após {reg5} dias de aventura.
qstr_Effect_on_Score|Efeito na Pontuação
qstr_Settlements_owned_by|Seus Assentamentos: {reg0}
qstr_Friendly_Settlements|Assentamentos Amigáveis: {reg0}
qstr_Hostile_Settlements:|Assentamentos Hostis: {reg0}
qstr_Friendly_Lords:_{reg|Lordes Amigos: {reg0}
qstr_Enemy_Lords:_{reg0}|Lordes Inimigos: {reg0}
qstr_Victories:_{reg0}|Vitórias: {reg0}
qstr_Defeats:_{reg0}|Derrotas: {reg0}
qstr_Quests_Completed:_{r|Missões Completadas: {reg0}
qstr_Companions_Found:_{r|Companheiros Encontrados: {reg0}
qstr_Companions_Lost/Depa|Companheiros Perdidos/Foram Embora: {reg0}
qstr_Wealth:_{reg0}_denar|Riqueza: {reg0} denares
qstr_Inventory:_{reg0}_de|Inventário: {reg0} denares
qstr_Renown:_{reg0}|Renome: {reg0}
qstr_Experience:_{reg0}|Experiência: {reg0}
qstr_Days_Passed:_{reg0}|Dias Passados: {reg0}
qstr_Difficulty:_{reg0}%|Dificuldade: {reg0}%
qstr_TOTAL_SCORE:_{reg0}|PONTUAÇÃO TOTAL: {reg0}
qstr_the_{s15}|o {s15}
qstr_the_{s16}_and_{s15}|o {s16} e {s15}
qstr_the_{s16}_{s15}|o {s16}, {s15}
qstr__conquered_{s15}| conquistou {s15},
qstr_self_proclaimed_{reg|se autoproclamou {reg63?rei:rainha}
qstr_minor_lord|lorde menor
qstr_mercenary_captain|{reg63?capitão mercenário:capitã mercenária}
qstr_None|Nenhum
qstr_{s4}_s_achievements_|Conquistas {reg63?do:da} {s4} após {reg5} dias de aventura (verificado diariamente).
qstr_Deathbringer|{reg63?Portador:Portadora} da Morte
qstr__killed_{reg0}_enemi|(matou {reg0} inimigos em uma única batalha)
qstr_Masterful_Warrior|{reg63?Guerreiro Obstinado:Guerreira Obstinada}
qstr__{reg0}_enemies_kill|(matou ou feriu {reg0} inimigos)
qstr_Legendary_Warrior|{reg63?Guerreiro Lendário:Guerreira Lendária}
qstr_Battle_Master|Mestre de Batalha
qstr__won_{reg0}_victorie|(obteve {reg0} vitórias)
qstr_Great_General|Grande General
qstr_Defender_of_Pendor|{reg63?Defensor:Defensora} de Pendor
qstr__defeated_{reg0}_her|(derrotou {reg0} heróis)
qstr_Guardian_of_Pendor|{reg63?Guardião:Guardiã} de Pendor
qstr_Bane_of_Vejovis|Perdição de Vejovis
qstr__wiped_out_a_Mystmou|(exterminou um exército das Montanhas da Névoa)
qstr_Cult_Banisher|Algoz do Culto
qstr__wiped_out_a_Snake_C|(exterminou um exército do Culto da Serpente)
qstr_Scourge_of_Jatu|Flagelo dos Jatu
qstr__wiped_out_a_Jatu_ar|(exterminou um exército Jatu)
qstr_Purger_of_Heresy|{reg63?Expurgador:Expurgadora} de Heresias
qstr__wiped_out_a_Heretic|(exterminou um exército Herege)
qstr_Arena_Survivor|Sobrevivente da Arena
qstr__won_in_{reg0}_tourn|(venceu {reg0} torneios)
qstr_Tournament_Champion|{reg63?Campeão:Campeã} de Torneios
qstr_{reg63?Hero:Heroine}|{reg63?Herói:Heroína} de Pendor
qstr__gained_{reg0}_renow|(ganhou {reg0} de renome)
qstr_{reg63?Lion:Lioness}|{reg63?Leão:Leoa} de Pendor
qstr_Chevalier_of_Pendor|{reg63?Cavaleiro:Dama} de Pendor
qstr__gained_{reg0}_honor|(ganhou {reg0} de honra)
qstr_Rogue_{reg63?King:Qu|{reg63?Rei:Rainha} Rebelde
qstr__declared_a_sovereig|(instituiu um reino soberano)
qstr_Great_Persuader|Grande {reg63?Persuasor:Persuasora}
qstr__persuaded_{reg0}_lo|(persuadiu {reg0} lordes a se juntarem ao reino)
qstr_Master_Builder|Mestre {reg63?Construtor:Construtora}
qstr__built_{reg0}_improv|(construiu {reg0} melhorias)
qstr_Competent_Aide|Ajudante Competente
qstr__completed_{reg0}_qu|(completou {reg0} missões)
qstr_Epitome_of_Ineptitud|Epítome da Ineptidão
qstr__failed_{reg0}_quest|(falhou em completar {reg0} missões)
qstr_Slippery_Fellow|{reg63?Companheiro Escorregadio:Companheira Escorregadia}
qstr__captured_{reg0}_tim|(capturado {reg0} vezes)
qstr_Caravan_Marauder|Assaltante de Caravanas
qstr__raided_{reg0}_carav|(assaltou {reg0} caravanas)
qstr_Village_Plunderer|{reg63?Destruidor:Destruidora} de Aldeias
qstr__raided_{reg0}_villa|(destruiu {reg0} aldeias)
qstr_Blatant_Deceiver|{reg63?Trapaceiro Flagrado:Trapaceira Flagrada}
qstr__cheated_in_battle_|(trapaceou no campo de batalha)
qstr_Order_Grandmaster|{reg63?Grão-mestre:Grã-mestra} da Ordem
qstr__became_a_leader_of_|(tornou-se líder de uma Ordem de Cavalaria)
qstr_More.|Mais.
qstr_Back.|Voltar.
qstr_You_have_been_awarde|Você obteve uma Conquista!
qstr_Continue.|Continuar.
qstr_A_Knighthood_Order_c|A sala do capítulo de uma Ordem de Cavalaria foi fundada!
qstr_{s11}_of_the_{s12}_h|{s11} do {s12} fundou uma sala do capítulo da Ordem do {s13} em {s14}.
qstr_Pendor_:__Conquered_|Pendor :  Conquistado pelo {s11}
